isogroup100038	sp|Q1ZXK2|FORG_DICDI
isogroup268462	sp|Q8LFJ5|T112A_ARATH
isogroup268467	sp|Q54I71|AARA_DICDI
isogroup268472	sp|Q8GUJ1|UXT2_ARATH
isogroup268485	sp|O28058|Y2225_ARCFU
isogroup268489	sp|Q9PIN2|ZUPT_CAMJE
isogroup268492	sp|Q9FLZ3|KIN12_ARATH
isogroup268494	sp|D3ZH22|SWET1_RAT
isogroup268495	sp|Q54QY3|YIPF5_DICDI
isogroup268497	sp|P70549|NAC3_RAT
isogroup268504	sp|Q8LPN7|RNG1L_ARATH
isogroup268505	sp|P22696|ESS1_YEAST
isogroup268509	sp|O74327|AVT5_SCHPO
isogroup268520	sp|P02982|TCR1_ECOLX
isogroup268522	sp|Q7T330|SPOP_DANRE
isogroup268524	sp|Q9M2G7|LPPD_ARATH
isogroup268536	sp|Q9XVN3|IASPP_CAEEL
isogroup268544	sp|O34499|6PGL_BACSU
isogroup268545	sp|Q9LYN7|AML4_ARATH
isogroup268546	sp|Q5EA37|CC130_BOVIN
isogroup268549	sp|Q9FKI4|NAA10_ARATH
isogroup268557	sp|Q5RJH2|MCTP2_MOUSE
isogroup268558	sp|D3ZTX0|TMED7_RAT
isogroup268559	sp|P31320|KAPR_BLAEM
isogroup268562	sp|Q6NVG7|GT252_MOUSE
isogroup268571	sp|Q6IND6|HMCES_XENLA
isogroup268573	sp|P97872|FMO5_MOUSE
isogroup268575	sp|A5UPS3|PYRF_ROSS1
isogroup268578	sp|Q0CR95|PABP_ASPTN
isogroup268579	sp|Q54RZ2|YIPF6_DICDI
isogroup268586	sp|P00110|CYC6_BUMFI
isogroup268589	sp|Q28XY0|FL2D_DROPS
isogroup268603	sp|P16331|PH4H_MOUSE
isogroup268608	sp|Q949Y5|EGY1_ARATH
isogroup268611	sp|Q9FM96|PSL4_ARATH
isogroup268631	sp|Q6GLZ8|SNR27_XENLA
isogroup268632	sp|Q8G6C6|DNAJ_BIFLO
isogroup268635	sp|P0A9H7|CFA_ECOLI
isogroup268637	sp|Q28GF5|TMM18_XENTR
isogroup268646	sp|Q9FMC5|VP602_ARATH
isogroup268654	sp|Q0D5B9|SAP16_ORYSJ
isogroup268659	sp|Q6P8C4|NHP2_XENTR
isogroup268664	sp|B1WB65|CING_XENTR
isogroup268669	sp|Q5NA18|MTP5_ORYSJ
isogroup268676	sp|Q9SLK2|ALIS3_ARATH
isogroup268684	sp|Q86SR1|GLT10_HUMAN
isogroup268689	sp|Q8GX84|C3H1_ARATH
isogroup268690	sp|Q99385|VCX1_YEAST
isogroup268702	sp|O75695|XRP2_HUMAN
isogroup268705	sp|Q3TDX8|NB5R4_MOUSE
isogroup268706	sp|Q66HX0|S35B1_DANRE
isogroup268715	sp|Q400C8|AMZ2_MOUSE
isogroup268722	sp|Q8BJZ3|LFG3_MOUSE
isogroup268727	sp|Q9LDX3|UTR4_ARATH
isogroup268728	sp|Q5RDG4|PDIA3_PONAB
isogroup268739	sp|O08595|SC22B_CRIGR
isogroup268741	sp|Q15751|HERC1_HUMAN
isogroup268743	sp|Q28CZ9|NB5R4_XENTR
isogroup268753	sp|B4NE93|NFU1_DROWI
isogroup268760	sp|Q7K755|GLT11_CAEEL
isogroup268773	sp|Q6DFE7|S38A7_XENLA
isogroup268776	sp|Q86I95|TV23A_DICDI
isogroup268785	sp|Q9SLG9|PI5K5_ARATH
isogroup268790	sp|Q9FN15|GLD27_ARATH
isogroup268794	sp|Q9C7C3|C3H36_ARATH
isogroup268798	sp|Q54CY9|MYLKD_DICDI
isogroup268801	sp|Q9UNW9|NOVA2_HUMAN
isogroup268809	sp|Q7DMN9|CALM5_SOLTU
isogroup268815	sp|P92943|CLCD_ARATH
isogroup268816	sp|O82204|RL281_ARATH
isogroup268821	sp|I0IUP3|MCM8_CHICK
isogroup268828	sp|H2KZK4|DESI1_CAEEL
isogroup268829	sp|Q9NS40|KCNH7_HUMAN
isogroup268836	sp|P41150|CAYP1_RABIT
isogroup268837	sp|Q9VMW8|MPU1_DROME
isogroup268841	sp|Q5I0E7|TMED9_RAT
isogroup268848	sp|Q7TSW6|STIMA_RAT
isogroup268872	sp|Q96FG2|ELMD3_HUMAN
isogroup268881	sp|Q7XWP1|CPSF1_ORYSJ
isogroup268887	sp|Q55B10|AGAL_DICDI
isogroup268895	sp|Q940X7|RBX1A_ARATH
isogroup268907	sp|P27932|AMY3A_ORYSJ
isogroup268908	sp|P16273|PRPX_HORVU
isogroup268910	sp|Q5RDB8|NIPA3_PONAB
isogroup268925	sp|P80576|AROF_NEUCR
isogroup268932	sp|P36982|PP2C_LEICH
isogroup268941	sp|Q5BLK4|TUT7_MOUSE
isogroup268948	sp|Q0DYP5|C3H17_ORYSJ
isogroup268950	sp|Q12955|ANK3_HUMAN
isogroup268964	sp|Q2HJ19|AB17A_BOVIN
isogroup268969	sp|Q71RC2|LARP4_HUMAN
isogroup268970	sp|Q54J47|PDX1_DICDI
isogroup268981	sp|P32849|RAD5_YEAST
isogroup268982	sp|Q6NWJ4|DNJC2_DANRE
isogroup268988	sp|O95562|SFT2B_HUMAN
isogroup26899	sp|Q62968|SCNAA_RAT
isogroup268991	sp|P47973|TTP_RAT
isogroup269021	sp|Q940M4|OCT7_ARATH
isogroup269025	sp|A2T806|PQBP1_PONPY
isogroup269031	sp|E9Q9D5|RBL2A_MOUSE
isogroup269036	sp|Q64M78|OML4_ORYSJ
isogroup269038	sp|P9WNZ3|DESA3_MYCTU
isogroup269039	sp|Q8LSN3|FYPP_PEA
isogroup269057	sp|Q5ZHT1|ACD11_CHICK
isogroup269059	sp|B8GXA0|PODJ_CAUVN
isogroup269065	sp|A4FV84|MRT4_BOVIN
isogroup269066	sp|Q9SZ83|Y4967_ARATH
isogroup269076	sp|Q497B8|KDM8_RAT
isogroup269094	sp|Q899D2|LGT_CLOTE
isogroup269096	sp|Q9ZHI1|THIL_CHRVO
isogroup269099	sp|A7LXS9|BGH2A_BACO1
isogroup269103	sp|Q84LK0|MSH1_ARATH
isogroup269120	sp|Q9SL76|P2C19_ARATH
isogroup269131	sp|Q9P1Z3|HCN3_HUMAN
isogroup269133	sp|Q6GPQ3|MFSD8_XENLA
isogroup269144	sp|Q8BSY0|ASPH_MOUSE
isogroup269146	sp|Q52472|FCDH_PSESP
isogroup269152	sp|Q90ZY4|SBK1_DANRE
isogroup269161	sp|O95208|EPN2_HUMAN
isogroup269166	sp|P14002|BGLB_CLOTH
isogroup269175	sp|P02599|CALM_DICDI
isogroup269185	sp|O15865|CDPK2_PLAFK
isogroup269194	sp|Q6FBW1|ATSK_ACIAD
isogroup269201	sp|Q6IMY8|HNRPU_RAT
isogroup269204	sp|Q54MZ4|MCFB_DICDI
isogroup26921	sp|Q5NCX5|NEUL4_MOUSE
isogroup269213	sp|Q05823|RN5A_HUMAN
isogroup269219	sp|P52086|COBC_ECOLI
isogroup269222	sp|Q58623|Y1226_METJA
isogroup269227	sp|A1CUK5|NM111_ASPCL
isogroup26923	sp|Q4UMH6|Y381_RICFE
isogroup269241	sp|Q54LN4|GGHA_DICDI
isogroup269243	sp|Q2TBG8|UCHL3_BOVIN
isogroup269245	sp|Q8R173|ZDHC3_MOUSE
isogroup269249	sp|P04464|CALM_WHEAT
isogroup26925	sp|Q9S9V0|CDPKV_ARATH
isogroup269250	sp|Q6CB13|MDV1_YARLI
isogroup269257	sp|Q8RXE7|AGD14_ARATH
isogroup269268	sp|A6H639|DRC5_MOUSE
isogroup269271	sp|Q7Y0F2|NRX12_ORYSJ
isogroup269274	sp|Q54LP7|UB2J2_DICDI
isogroup269277	sp|Q9CAR7|HIR2_ARATH
isogroup269288	sp|Q2M1P5|KIF7_HUMAN
isogroup269297	sp|Q569A6|ERD21_RAT
isogroup269298	sp|Q9JKA9|HCN2_RAT
isogroup269308	sp|Q9DG98|CDK1_ORYLU
isogroup269314	sp|A4J5W7|RS15_DESRM
isogroup269316	sp|P26294|PDS_SYNE7
isogroup269321	sp|P16925|CNJC_TETTH
isogroup269325	sp|Q3ZBP3|RBMS1_BOVIN
isogroup269328	sp|P36914|AMYG_ASPOR
isogroup269333	sp|Q8IL04|HDP_PLAF7
isogroup269335	sp|Q0JI49|CIPKB_ORYSJ
isogroup269336	sp|B4PY69|PGAM5_DROYA
isogroup269337	sp|O02350|CBPA1_ANOGA
isogroup269346	sp|Q9LTS6|RS16B_ARATH
isogroup269358	sp|Q9P7E1|YOF7_SCHPO
isogroup269375	sp|B9LZA9|UBIE_GEODF
isogroup269380	sp|B9G5Y5|AB25G_ORYSJ
isogroup269382	sp|Q569A6|ERD21_RAT
isogroup269383	sp|Q9SWH4|SYP42_ARATH
isogroup269390	sp|M0RC99|RAB5A_RAT
isogroup269396	sp|Q3E6T0|PT525_ARATH
isogroup269397	sp|P93006|P2C27_ARATH
isogroup269405	sp|Q24276|CDC37_DROME
isogroup269413	sp|Q6NVU2|PPIG_XENTR
isogroup269417	sp|Q8W1K8|MUT11_CHLRE
isogroup269421	sp|A5WFM3|Y1523_PSYWF
isogroup269422	sp|Q8L540|LTO1_ARATH
isogroup269428	sp|Q9EQE1|SENP2_RAT
isogroup269429	sp|Q52109|MERA_ACICA
isogroup269430	sp|O74413|AROC_SCHPO
isogroup269431	sp|Q4P2U6|ATG8_USTMA
isogroup269434	sp|Q9NWS0|PIHD1_HUMAN
isogroup269438	sp|Q8L5Y9|PANK2_ARATH
isogroup269441	sp|O34586|YLBC_BACSU
isogroup269442	sp|O82756|RBL7_ARATH
isogroup269453	sp|O15865|CDPK2_PLAFK
isogroup269457	sp|Q9BWU0|NADAP_HUMAN
isogroup269464	sp|Q40863|EMB8_PICGL
isogroup269478	sp|O23184|CML19_ARATH
isogroup269487	sp|P40393|RIC2_ORYSJ
isogroup269492	sp|K0E3U5|ECDK_ASPRU
isogroup269497	sp|Q54CY9|MYLKD_DICDI
isogroup269499	sp|O15865|CDPK2_PLAFK
isogroup269506	sp|Q2M0J9|KLHDB_DROPS
isogroup269507	sp|Q86A72|Y4781_DICDI
isogroup269511	sp|Q9SL76|P2C19_ARATH
isogroup269512	sp|Q9SFB8|PI5K6_ARATH
isogroup269517	sp|P34795|G6PI_ARATH
isogroup269520	sp|Q9SCN0|STL2_ARATH
isogroup269527	sp|Q9C9Q4|JAC1_ARATH
isogroup269528	sp|Q8L7L0|OBGC_ARATH
isogroup269532	sp|Q63PD9|TDH_BURPS
isogroup269533	sp|Q5BL41|ARP2_XENTR
isogroup269537	sp|Q9S735|PHT19_ARATH
isogroup269546	sp|P22589|UBIQP_PHYIN
isogroup269549	sp|Q6NVS2|ERGI3_XENTR
isogroup269554	sp|Q9NV31|IMP3_HUMAN
isogroup269558	sp|P49964|SRP19_ORYSJ
isogroup269571	sp|P20793|MAK_RAT
isogroup269572	sp|B0R4J2|HTAXP_HALS3
isogroup269574	sp|Q8Q0U0|Y045_METMA
isogroup269590	sp|Q84LH3|WEX_ARATH
isogroup269591	sp|Q641G7|ARPC4_XENLA
isogroup269592	sp|Q9VVW5|DUSK3_DROME
isogroup269607	sp|Q5ZLT0|XPO7_CHICK
isogroup269611	sp|P0A9W5|ETTA_SHIFL
isogroup269613	sp|Q63627|SCAF4_RAT
isogroup269617	sp|P51954|NEK1_MOUSE
isogroup269622	sp|Q5B6Q3|EXGB_EMENI
isogroup269624	sp|O88637|PCY2_RAT
isogroup269632	sp|Q54G02|SPXS5_DICDI
isogroup269637	sp|Q5BCC5|CAN_EMENI
isogroup269642	sp|P41150|CAYP1_RABIT
isogroup269644	sp|Q9BQR3|PRS27_HUMAN
isogroup269645	sp|Q9SRM0|ATL66_ARATH
isogroup269664	sp|Q9DD20|MET7B_MOUSE
isogroup269703	sp|Q86YZ3|HORN_HUMAN
isogroup269704	sp|O60188|UTP6_SCHPO
isogroup269711	sp|Q9Y295|DRG1_HUMAN
isogroup269713	sp|Q5R5X3|PUM1_PONAB
isogroup269736	sp|Q2M3R5|S35G1_HUMAN
isogroup269744	sp|Q8BSY0|ASPH_MOUSE
isogroup269750	sp|Q9SXC8|UFC1_ARATH
isogroup269751	sp|Q7T0T2|LTR3B_XENLA
isogroup269754	sp|Q62868|ROCK2_RAT
isogroup269756	sp|Q54MJ7|ALAM_DICDI
isogroup269761	sp|Q8BG09|T184B_MOUSE
isogroup269763	sp|Q6DEY3|AB17B_XENTR
isogroup269766	sp|Q9SUG7|ATG11_ARATH
isogroup269767	sp|C0HL13|LRP2_PIG
isogroup269784	sp|A8XGH1|RPAB1_CAEBR
isogroup269785	sp|O14241|ARPC2_SCHPO
isogroup269789	sp|Q9H7B4|SMYD3_HUMAN
isogroup269790	sp|Q55BZ4|PCY2_DICDI
isogroup269795	sp|Q09676|YA03_SCHPO
isogroup269804	sp|O32210|GR_BACSU
isogroup269809	sp|Q8RWM7|CCB3_ARATH
isogroup269810	sp|F4JNU8|P4H8_ARATH
isogroup269817	sp|O74480|YQJ7_SCHPO
isogroup269818	sp|Q9BYX2|TBD2A_HUMAN
isogroup269825	sp|P40983|YOR6_CALSR
isogroup269832	sp|Q8NBI5|S43A3_HUMAN
isogroup269839	sp|P80067|CATC_RAT
isogroup269845	sp|Q93VG8|PPDEX_ARATH
isogroup269850	sp|A6MVX1|RR2_RHDSA
isogroup269851	sp|E9Q784|ZC3HD_MOUSE
isogroup269856	sp|Q9SNV9|NRAM3_ARATH
isogroup269859	sp|A6NCI4|VWA3A_HUMAN
isogroup269861	sp|Q54IP0|DNJC7_DICDI
isogroup269862	sp|Q609L3|Y1220_METCA
isogroup269870	sp|P51113|FMR1A_XENLA
isogroup269871	sp|Q15119|PDK2_HUMAN
isogroup269876	sp|O80548|MRF2_ARATH
isogroup269877	sp|Q6PAZ3|DGAT2_XENLA
isogroup269879	sp|Q9GKX6|GALM_PIG
isogroup269884	sp|O49856|FTRC_SOYBN
isogroup269885	sp|Q8NHH1|TTL11_HUMAN
isogroup269886	sp|Q2JHS8|Y2931_SYNJB
isogroup269900	sp|Q9LDH3|PT112_ARATH
isogroup269905	sp|Q31QE7|CLPS_SYNE7
isogroup269909	sp|P02980|TCR2_ECOLX
isogroup269937	sp|Q54NS7|PRAFB_DICDI
isogroup269943	sp|Q7NDN8|GLIC_GLOVI
isogroup26995	sp|A8I1Q0|CALM_HETTR
isogroup269954	sp|Q6URW6|MYH14_MOUSE
isogroup26996	sp|P27821|PEPA2_RABIT
isogroup269960	sp|Q5PPK9|EIPR1_RAT
isogroup269965	sp|Q6IQ20|NAPEP_HUMAN
isogroup269967	sp|Q54NS8|AIFB_DICDI
isogroup269968	sp|Q96AJ9|VTI1A_HUMAN
isogroup269971	sp|Q01815|CAC1C_MOUSE
isogroup269983	sp|Q8R4V2|DUS15_MOUSE
isogroup269984	sp|P81127|SNAG_BOVIN
isogroup269985	sp|Q6P132|TXB1B_DANRE
isogroup269987	sp|Q9SP08|RRP41_ARATH
isogroup270000	sp|Q9Y256|FACE2_HUMAN
isogroup270003	sp|Q9BYX2|TBD2A_HUMAN
isogroup270007	sp|Q10107|NEP1_SCHPO
isogroup270011	sp|Q8LAZ7|CSN5A_ARATH
isogroup270023	sp|Q6P6R0|LFG1_RAT
isogroup270027	sp|A4F7P2|ERYC2_SACEN
isogroup270033	sp|P70406|UCP2_MOUSE
isogroup270036	sp|Q9M001|CDS5_ARATH
isogroup270038	sp|Q9N0A4|PGES2_MACFA
isogroup270046	sp|Q5E9T4|TPK1_BOVIN
isogroup270047	sp|O96102|CALM_PHYPO
isogroup270049	sp|Q6NVU2|PPIG_XENTR
isogroup270054	sp|P60331|KR101_HUMAN
isogroup270055	sp|Q9SRK7|AZG1_ARATH
isogroup270056	sp|A7HM36|RL18_FERNB
isogroup270066	sp|O43488|ARK72_HUMAN
isogroup270076	sp|Q6Y306|MRP9_RAT
isogroup270079	sp|Q4HX89|BTN1_GIBZE
isogroup270085	sp|P03958|ADA_MOUSE
isogroup270089	sp|A8HYP5|IFT43_CHLRE
isogroup270093	sp|Q96T51|RUFY1_HUMAN
isogroup270106	sp|P47192|VA722_ARATH
isogroup270108	sp|O76924|ARI2_DROME
isogroup270120	sp|P22998|AMY_STRVL
isogroup270124	sp|Q54R82|MKKA_DICDI
isogroup270130	sp|Q91790|DUS1A_XENLA
isogroup270131	sp|A8MX76|CAN14_HUMAN
isogroup27014	sp|A1L1P9|S47A1_DANRE
isogroup270140	sp|Q6L482|P2C48_ORYSJ
isogroup270145	sp|Q7XDQ7|PIRL8_ORYSJ
isogroup270146	sp|P73789|PPI2_SYNY3
isogroup270149	sp|Q9Y6G9|DC1L1_HUMAN
isogroup270155	sp|Q888A4|RNLS_PSESM
isogroup270163	sp|P34244|HSL1_YEAST
isogroup270167	sp|Q84UQ3|C3H56_ORYSJ
isogroup270169	sp|Q28H54|CEPT1_XENTR
isogroup270170	sp|Q6C0K9|BYE1_YARLI
isogroup270172	sp|O34598|GUAD_BACSU
isogroup270179	sp|Q63364|PJA2_RAT
isogroup270186	sp|A1L1P9|S47A1_DANRE
isogroup27019	sp|B7FNU7|LIS1_PHATC
isogroup270192	sp|Q9D6P8|CALL3_MOUSE
isogroup270198	sp|Q12797|ASPH_HUMAN
isogroup270202	sp|A9QM74|IMA8_HUMAN
isogroup270204	sp|E9Q7G0|NUMA1_MOUSE
isogroup270206	sp|Q75EV6|EF3_ASHGO
isogroup270216	sp|Q8K1Q0|NMT1_RAT
isogroup270230	sp|Q8VEA8|RAB7B_MOUSE
isogroup270252	sp|Q5ZHT1|ACD11_CHICK
isogroup270254	sp|A5PJG7|CCHL_BOVIN
isogroup270266	sp|O34313|NTPES_BACSU
isogroup270270	sp|Q9Y2X8|UB2D4_HUMAN
isogroup270276	sp|P0CM60|VAC8_CRYNJ
isogroup270278	sp|Q54RJ4|IKSA_DICDI
isogroup270280	sp|Q84M24|AB1A_ARATH
isogroup270281	sp|Q9SP35|TI172_ARATH
isogroup270290	sp|Q15293|RCN1_HUMAN
isogroup270300	sp|P38659|PDIA4_RAT
isogroup270301	sp|Q96FG2|ELMD3_HUMAN
isogroup270302	sp|Q28HE5|S38A6_XENTR
isogroup270310	sp|Q9M9E8|FB92_ARATH
isogroup270312	sp|A0PDV5|RAS_PLESU
isogroup270313	sp|Q2TAP9|ABHDB_XENLA
isogroup270320	sp|P42525|ERK1_DICDI
isogroup270324	sp|Q2EMV9|PAR14_MOUSE
isogroup270326	sp|K3VYH8|W4934_FUSPC
isogroup270329	sp|Q54NB6|FKBP4_DICDI
isogroup270332	sp|Q29441|CNGA3_BOVIN
isogroup270347	sp|Q6DHC3|S2540_DANRE
isogroup270353	sp|Q3MIF4|XYLB_RAT
isogroup270363	sp|Q5EXK5|MHBT_KLEOX
isogroup270364	sp|Q40784|AAPC_CENCI
isogroup270367	sp|Q755I4|GYP5_ASHGO
isogroup270374	sp|Q6DW74|DGDG1_LOTJA
isogroup270375	sp|O60343|TBCD4_HUMAN
isogroup270377	sp|Q4I5I4|SPT5_GIBZE
isogroup270378	sp|Q9SQZ9|PITH1_ARATH
isogroup270380	sp|E0ZS47|UREG_ORYSI
isogroup270383	sp|Q66KH2|ERGI3_XENLA
isogroup270388	sp|P13983|EXTN_TOBAC
isogroup270398	sp|Q9TV69|DHDH_PIG
isogroup270413	sp|Q8IIG7|YPF05_PLAF7
isogroup270416	sp|Q15120|PDK3_HUMAN
isogroup270420	sp|Q8ILC1|STI1L_PLAF7
isogroup270422	sp|Q9WUH4|FHL1_RAT
isogroup270427	sp|P45951|ARP_ARATH
isogroup270428	sp|P49356|FNTB_HUMAN
isogroup270437	sp|Q7DBF3|GDPPS_ECO57
isogroup270438	sp|A8MXQ7|YH010_HUMAN
isogroup270439	sp|P34142|RAB21_DICDI
isogroup270453	sp|Q54DL6|Y2140_DICDI
isogroup270463	sp|Q28IH8|CFA36_XENTR
isogroup270471	sp|A8XWW4|SHOC2_CAEBR
isogroup270472	sp|Q6P9J9|ANO6_MOUSE
isogroup270484	sp|Q1DCU1|RLMN1_MYXXD
isogroup270486	sp|G5E8K5|ANK3_MOUSE
isogroup270507	sp|Q54R82|MKKA_DICDI
isogroup270510	sp|Q9QYI4|DJB12_MOUSE
isogroup270513	sp|Q57208|Y014_SYNY3
isogroup270517	sp|Q09815|PPK5_SCHPO
isogroup270519	sp|Q10SX7|GT31_ORYSJ
isogroup270522	sp|Q8YSU5|Y2987_NOSS1
isogroup270523	sp|P9WPJ9|MTCA2_MYCTU
isogroup270535	sp|Q1LXS2|PSMG2_DANRE
isogroup270539	sp|Q148L7|PDRG1_BOVIN
isogroup270547	sp|Q1NEI6|KDRDH_SPHSS
isogroup270558	sp|B2S2N1|COAD_TREPS
isogroup270560	sp|Q10QL5|BIP2C_ORYSJ
isogroup270564	sp|O78490|YCF3_GUITH
isogroup270567	sp|P9WNB9|END8A_MYCTU
isogroup270575	sp|Q7TSU0|C1D_CRIGR
isogroup270578	sp|Q5PQ59|ALKB6_XENLA
isogroup270585	sp|Q8NKE2|AOX_CRYNH
isogroup270586	sp|P47788|THOP1_PIG
isogroup270588	sp|Q28FF3|S49A3_XENTR
isogroup270595	sp|Q07540|FRDA_YEAST
isogroup270597	sp|Q00766|PHS1_DICDI
isogroup270599	sp|Q9FJX5|BT4_ARATH
isogroup270600	sp|P91850|MIFH_BRUMA
isogroup270607	sp|P49596|PP2C2_CAEEL
isogroup270615	sp|Q6C2Y6|MCA1_YARLI
isogroup270617	sp|Q8DKR7|DNAJ_THEEB
isogroup270619	sp|O04073|CTPA_TETOB
isogroup270622	sp|Q3B7U9|FKBP8_RAT
isogroup270629	sp|Q8S9K3|VAR3_ARATH
isogroup270632	sp|Q8RXE7|AGD14_ARATH
isogroup270637	sp|Q61488|DHH_MOUSE
isogroup270642	sp|P98170|XIAP_HUMAN
isogroup270644	sp|Q54MJ7|ALAM_DICDI
isogroup270646	sp|Q12955|ANK3_HUMAN
isogroup270647	sp|O34592|YDJP_BACSU
isogroup270649	sp|Q9AVE6|TATC_ORYSJ
isogroup270652	sp|Q8RVL2|DEK1_ARATH
isogroup270659	sp|Q3B7D1|UBE2Z_RAT
isogroup270662	sp|P9WNZ3|DESA3_MYCTU
isogroup270669	sp|P52922|LKHA4_DICDI
isogroup270674	sp|O81845|PUMP1_ARATH
isogroup270676	sp|Q5RE03|PRP18_PONAB
isogroup270683	sp|P02719|SCNA_ELEEL
isogroup270687	sp|O94345|RM08_SCHPO
isogroup270695	sp|P18426|SCR11_NOTSL
isogroup270709	sp|P0C5D6|SAPK3_ORYSJ
isogroup270711	sp|Q7ZVZ7|AB17C_DANRE
isogroup270724	sp|Q9FIK8|CAR11_ARATH
isogroup270739	sp|Q91V92|ACLY_MOUSE
isogroup270743	sp|Q8C8R3|ANK2_MOUSE
isogroup270752	sp|Q9Z9E9|DNAJ_CHLPN
isogroup270754	sp|Q56YP2|PI5K1_ARATH
isogroup270757	sp|Q64347|CLCN1_MOUSE
isogroup270763	sp|A0JM23|NPHP3_XENTR
isogroup270765	sp|Q93VQ0|VCL1_ARATH
isogroup270773	sp|Q9D8X5|CNOT8_MOUSE
isogroup270783	sp|O70579|PM34_MOUSE
isogroup270791	sp|Q56A24|KLH24_RAT
isogroup270792	sp|Q1LWV7|MEAK7_DANRE
isogroup270801	sp|P28036|ADHA_GLUPO
isogroup270803	sp|P0CO44|BBP_CRYNJ
isogroup270815	sp|Q23716|EF2_CRYPV
isogroup270816	sp|Q9Y606|TRUA_HUMAN
isogroup270828	sp|Q9FKW4|CDPKS_ARATH
isogroup270829	sp|Q9SA27|RH36_ARATH
isogroup270836	sp|P55142|GRXC6_ORYSJ
isogroup270842	sp|Q40301|FCPE_MACPY
isogroup270843	sp|Q5RK30|SBDS_RAT
isogroup270844	sp|Q9FR62|P23A_BRANA
isogroup270853	sp|P52760|RIDA_MOUSE
isogroup270858	sp|P55735|SEC13_HUMAN
isogroup270863	sp|Q8L796|PI5K2_ARATH
isogroup270873	sp|Q54IX6|STX8B_DICDI
isogroup270886	sp|Q6NYL3|ECHP_DANRE
isogroup270889	sp|P35500|SCNA_DROME
isogroup270892	sp|A9L1P1|NCPP_SHEB9
isogroup270904	sp|Q5REH2|ZDHC6_PONAB
isogroup270908	sp|Q8LFS6|BRN1L_ARATH
isogroup27091	sp|Q92355|SEN1_SCHPO
isogroup270910	sp|Q4R8X3|RAB1B_MACFA
isogroup270914	sp|Q99JW2|ACY1_MOUSE
isogroup270920	sp|Q9CAK8|ISPF_ARATH
isogroup270925	sp|Q54WW7|Y0010_DICDI
isogroup270931	sp|P47422|RS11_MYCGE
isogroup270940	sp|B8JAX1|GPDA_ANAD2
isogroup270949	sp|Q9C1E8|TIM22_NEUCR
isogroup270956	sp|Q96G46|DUS3L_HUMAN
isogroup270958	sp|Q54SR7|FKBP2_DICDI
isogroup270969	sp|Q80UG8|TTLL4_MOUSE
isogroup270973	sp|P22793|TRHY_SHEEP
isogroup270977	sp|Q8W4E1|RH47_ARATH
isogroup270981	sp|P36627|BYR3_SCHPO
isogroup271001	sp|Q250N2|RL3_DESHY
isogroup271005	sp|O81742|APBLC_ARATH
isogroup271007	sp|Q6S8J7|POTEA_HUMAN
isogroup271009	sp|Q5RKZ7|MOCS1_MOUSE
isogroup271018	sp|Q12955|ANK3_HUMAN
isogroup271020	sp|Q5M823|NUDC2_RAT
isogroup271025	sp|A5DQN2|SET5_PICGU
isogroup271029	sp|Q0UJJ7|NST1_PHANO
isogroup271030	sp|C4R4R8|ARO1_KOMPG
isogroup271037	sp|Q1R9H0|RHMA_ECOUT
isogroup271042	sp|Q965T6|KLP20_CAEEL
isogroup271043	sp|Q8H7F6|GRS16_ARATH
isogroup271046	sp|Q7XRB5|PDI12_ORYSJ
isogroup271051	sp|Q9D572|UBX11_MOUSE
isogroup271055	sp|Q09530|MOG5_CAEEL
isogroup271064	sp|Q869Q0|Y4527_DICDI
isogroup271073	sp|Q5XAQ1|BPPI_STRP6
isogroup271074	sp|O74856|CAF1_SCHPO
isogroup271091	sp|Q9MAT5|ANM10_ARATH
isogroup271093	sp|Q6IMY8|HNRPU_RAT
isogroup271112	sp|P33182|PEPM_TETPY
isogroup271113	sp|Q8VEJ1|GPN2_MOUSE
isogroup271114	sp|Q9ULJ7|ANR50_HUMAN
isogroup271128	sp|Q9Z2D1|MTMR2_MOUSE
isogroup271129	sp|Q09172|PP2C2_SCHPO
isogroup271130	sp|Q10XM6|Y3973_TRIEI
isogroup271133	sp|P27166|CALM_STYLE
isogroup271135	sp|Q9SM43|VDE_SPIOL
isogroup271154	sp|P14533|CABO_DORPE
isogroup271159	sp|O34969|YFJR_BACSU
isogroup271162	sp|A1X158|FP1V1_PERVI
isogroup271164	sp|Q9NJU9|CDPK3_PLAF7
isogroup271165	sp|Q9Z2V5|HDAC6_MOUSE
isogroup271171	sp|Q94A68|Y1669_ARATH
isogroup271172	sp|Q6PGS5|TM56B_XENLA
isogroup271173	sp|Q9SBJ1|PDK_ARATH
isogroup271178	sp|Q8VDD5|MYH9_MOUSE
isogroup271180	sp|Q6LGH5|BETA_PHOPR
isogroup271184	sp|B1LCI2|DNAJ_THESQ
isogroup271187	sp|Q55D90|CDSA_DICDI
isogroup271189	sp|Q54DU1|MCFP_DICDI
isogroup271213	sp|Q5XI32|CAPZB_RAT
isogroup271219	sp|Q2QKL5|PCS3_LOTJA
isogroup271225	sp|P34036|DYHC_DICDI
isogroup271227	sp|Q9SPK4|PPCK1_ARATH
isogroup271234	sp|Q3ED68|Y1295_ARATH
isogroup271242	sp|O34987|PBUG_BACSU
isogroup271257	sp|P38680|MTR_NEUCR
isogroup271258	sp|P04675|NODB_BRASP
isogroup271263	sp|P46850|RTCB_ECOLI
isogroup271267	sp|A4R2R1|NST1_MAGO7
isogroup271272	sp|Q59Q30|GIT1_CANAL
