isogroup100038	Q1ZXK2
isogroup254962	Q8WXX0
isogroup2549620	Q8WXX0
isogroup2549626	Q63170
isogroup2549628	Q8WXX0
isogroup255033	Q40296
isogroup255077	Q01705
isogroup255092	P9WPJ9
isogroup2550920	A0R566
isogroup2550922	P9WPJ9
isogroup2550924	P9WPJ9
isogroup255115	A4II73
isogroup255238	P14318
isogroup255248	Q939N5
isogroup255444	Q8VZE7
isogroup2554705	O74810
isogroup255504	Q42438
isogroup255538	Q08DV6
isogroup255593	Q9SGA8
isogroup255633	Q8NDM7
isogroup255639	Q02028
isogroup25579	Q52353
isogroup255829	Q39565
isogroup255984	Q96M32
isogroup2559854	O80513
isogroup25612	P47977
isogroup25614	Q4WVF4
isogroup256210	O60488
isogroup2562100	Q55DR6
isogroup2562102	O60488
isogroup2562106	O60488
isogroup2562109	Q55DR6
isogroup256258	Q8RWB1
isogroup256277	P98167
isogroup256320	Q8C6S9
isogroup256419	Q14162
isogroup2564190	Q14162
isogroup2564191	Q14162
isogroup2564192	Q14162
isogroup2564193	Q14162
isogroup2564195	Q14162
isogroup256495	Q8MTI2
isogroup25651	Q9SH26
isogroup25654	Q6QIY3
isogroup256556	Q8C8R3
isogroup256569	Q8BL06
isogroup25657	P32023
isogroup256578	P04072
isogroup2565780	P04072
isogroup2565781	Q8MHY7
isogroup2565783	P04072
isogroup2565784	P0C2H6
isogroup256598	A7E2Z9
isogroup256743	P71411
isogroup256750	Q39570
isogroup2567500	Q39570
isogroup256752	Q8NI27
isogroup256823	O14134
isogroup256863	P23577
isogroup2568630	P23577
isogroup2568631	P23577
isogroup2568632	P23577
isogroup2568633	P23577
isogroup256876	Q66J99
isogroup25695	P0A357
isogroup257004	O13755
isogroup2570042	O13755
isogroup2570043	O13755
isogroup2570045	P09437
isogroup2570047	P09437
isogroup257014	Q96Q83
isogroup257153	Q9FPS2
isogroup257210	A0A0H2URK1
isogroup257228	P36863
isogroup25724	Q9W0Y8
isogroup257342	Q23716
isogroup257391	Q12284
isogroup257419	Q8VZE7
isogroup25745	P73735
isogroup257461	Q9H8Y5
isogroup257471	Q6P1D7
isogroup2574710	Q6P1D7
isogroup2574712	Q6P1D7
isogroup2574713	Q6P1D7
isogroup2574717	Q6P1D7
isogroup257490	Q9ZGI5
isogroup25751	Q5QM84
isogroup257513	P40525
isogroup2576	Q9W0E3
isogroup257716	P36183
isogroup257773	A0A0H2URK1
isogroup257817	Q9SS17
isogroup2578481	Q54I89
isogroup2578486	Q9HEH1
isogroup2578487	Q54I89
isogroup2578488	Q54I89
isogroup257896	Q42690
isogroup257902	Q9FVN0
isogroup257924	P0C6F1
isogroup2579240	Q9C0G6
isogroup2579241	Q39610
isogroup2579242	Q39610
isogroup257926	P14273
isogroup257977	O82265
isogroup2579770	O82265
isogroup25797700	O82265
isogroup25797701	O82265
isogroup25797702	O82265
isogroup25797703	O82265
isogroup25797705	O82265
isogroup25797706	O82265
isogroup25797707	O82265
isogroup25797709	O82265
isogroup2579771	O82265
isogroup25797712	O82265
isogroup25797714	O82265
isogroup25797715	O82265
isogroup25797716	O82265
isogroup25797717	O82265
isogroup25797718	O82265
isogroup25797719	O82265
isogroup2579772	O82265
isogroup2579773	O82265
isogroup2579774	O82265
isogroup2579775	O82265
isogroup2579776	O82265
isogroup2579777	O82265
isogroup2579778	O82265
isogroup2579779	O82265
isogroup2579940	Q3SX45
isogroup2579941	Q2IBE6
isogroup2579942	A5PMU4
isogroup2579943	Q3SX45
isogroup2579944	Q2IBE6
isogroup2579947	Q9P0K7
isogroup2579948	Q8WXD9
isogroup2579949	A5PMU4
isogroup258038	P90519
isogroup25807	P09889
isogroup258070	E5RJM6
isogroup258091	Q8H1F7
isogroup258093	Q29Q26
isogroup2580930	Q9SAR5
isogroup2580931	Q9SAR5
isogroup2580932	Q8T2Q0
isogroup2580933	Q9SAR5
isogroup2580934	Q9SAR5
isogroup2580935	Q53RE8
isogroup2580937	Q8NFD2
isogroup2580939	Q9SAR5
isogroup258103	O44001
isogroup258168	Q6NVR8
isogroup2581686	Q6NVR8
isogroup25817	Q9LT68
isogroup258267	Q7Z494
isogroup258452	P32019
isogroup258471	Q63170
isogroup2584710	Q63170
isogroup25847100	Q63170
isogroup25847102	Q63170
isogroup25847103	Q63170
isogroup25847104	Q63170
isogroup25847105	Q63170
isogroup25847106	Q63170
isogroup25847107	Q8WXX0
isogroup2584711	Q63170
isogroup25847110	Q8BW94
isogroup25847111	Q63170
isogroup25847112	Q63170
isogroup25847113	Q63170
isogroup25847114	Q8BW94
isogroup25847115	Q63170
isogroup25847116	Q8Q0U0
isogroup25847117	Q63170
isogroup25847118	Q63170
isogroup25847119	Q63170
isogroup2584712	Q63170
isogroup25847120	Q63170
isogroup25847121	Q63170
isogroup25847123	Q63170
isogroup25847124	Q63170
isogroup25847125	Q8WXX0
isogroup25847126	Q63170
isogroup25847127	Q63170
isogroup25847128	Q8Q0U0
isogroup2584713	Q63170
isogroup25847130	Q63170
isogroup25847131	Q63170
isogroup25847132	Q63170
isogroup25847133	Q63170
isogroup25847134	Q63170
isogroup25847136	Q63170
isogroup25847137	Q63170
isogroup25847138	Q8BW94
isogroup2584714	Q8WXX0
isogroup25847140	Q63170
isogroup25847141	Q63170
isogroup25847142	Q8BW94
isogroup25847143	Q63170
isogroup25847144	Q63170
isogroup2584715	Q63170
isogroup2584716	Q63170
isogroup2584717	Q63170
isogroup2584718	Q63170
isogroup2584719	Q63170
isogroup258533	Q0DEC8
isogroup258534	B6CJY5
isogroup258546	Q39565
isogroup258584	Q80T91
isogroup25864	Q9M8Z5
isogroup258681	Q3T9E4
isogroup25874	Q8IVS2
isogroup258764	Q98KK0
isogroup2587640	Q98KK0
isogroup2587646	Q98KK0
isogroup2587649	Q98KK0
isogroup258830	P9WPJ9
isogroup258863	Q07283
isogroup258868	P39665
isogroup2588681	P39665
isogroup258935	A7SDW5
isogroup258960	Q460N5
isogroup258970	Q8TC41
isogroup259025	P04072
isogroup259029	Q84M95
isogroup259032	Q3BAI2
isogroup259100	Q9JIX8
isogroup259157	B0R0T1
isogroup25918	P93568
isogroup259184	Q9SKT6
isogroup2591840	Q9SKT6
isogroup259224	P35007
isogroup259391	Q91876
isogroup2593910	Q91876
isogroup2593911	Q91876
isogroup2593912	Q91876
isogroup2593913	Q91876
isogroup2593914	Q91876
isogroup2593915	Q91876
isogroup2593916	Q91876
isogroup2593917	Q91876
isogroup2593919	Q91876
isogroup259493	Q3BAI2
isogroup259520	G4SLH0
isogroup259540	P28188
isogroup259617	P49577
isogroup259629	O09452
isogroup259647	Q9VPF0
isogroup259654	Q63734
isogroup25970	Q59KZ1
isogroup259723	Q56Y85
isogroup259777	Q96NW4
isogroup25991	P53834
isogroup259911	Q43092
isogroup259912	O73798
isogroup2599121	O73798
isogroup2599123	O73798
isogroup2599126	O73798
isogroup259929	P20232
isogroup259982	O94762
isogroup259985	Q6RFH5
isogroup260054	A8J1V4
isogroup26011	Q9DAK2
isogroup260133	Q5ND28
isogroup2601334	Q92824
isogroup2601353	O14326
isogroup26016	Q86V88
isogroup26020	Q9H0B6
isogroup260353	Q99385
isogroup260378	P27115
isogroup260441	Q9Y818
isogroup260471	Q9FHT4
isogroup260610	O31489
isogroup260780	O60701
isogroup2607800	Q92824
isogroup2607801	Q92824
isogroup2607802	Q92824
isogroup2607803	Q04592
isogroup2607804	Q92824
isogroup2607805	Q92824
isogroup2607806	Q04592
isogroup2607807	Q04592
isogroup2607808	Q92824
isogroup2607809	Q92824
isogroup260804	Q54GS1
isogroup260879	A9SDL4
isogroup260957	Q9UBS5
isogroup260992	Q9SFB8
isogroup261010	Q12613
isogroup261084	A2AVA0
isogroup2610840	Q4LDE5
isogroup2610843	Q4LDE5
isogroup2610846	A2AVA0
isogroup2610847	Q4LDE5
isogroup2610848	Q4LDE5
isogroup261289	Q9LPV5
isogroup261298	Q9LKB9
isogroup2612981	F4IVR7
isogroup261349	Q06852
isogroup26136	Q86Y56
isogroup26146	Q7Z7M9
isogroup261515	Q8S341
isogroup261607	Q4QRK0
isogroup261623	P20054
isogroup261639	Q9VL06
isogroup261664	Q8L611
isogroup261781	Q8T882
isogroup261802	Q9C7U1
isogroup261819	Q01989
isogroup261911	Q9M0Y8
isogroup26200	P59470
isogroup262007	P11144
isogroup262012	P0C6B8
isogroup2620751	Q53B87
isogroup26208	Q6IVV8
isogroup262084	Q9ZMU4
isogroup262103	Q07429
isogroup2621031	Q07429
isogroup2621032	Q07429
isogroup2621033	Q07429
isogroup2621034	O66515
isogroup2621035	Q07429
isogroup2621036	Q07429
isogroup2621038	O66515
isogroup2621039	Q9C0V1
isogroup262135	Q8IUK5
isogroup2621350	Q8IUK5
isogroup262173	P46863
isogroup262185	Q59754
isogroup26226	Q8S341
isogroup262304	Q96PP8
isogroup26249	P57751
isogroup262502	P22152
isogroup262517	Q6DR03
isogroup2625175	Q6DR03
isogroup26269	Q9FPH0
isogroup262751	Q91V92
isogroup262793	Q9Y704
isogroup262821	Q50KB1
isogroup26290	O43120
isogroup262902	O13134
isogroup26303	B0K534
isogroup263179	A8QZJ5
isogroup263208	Q70LM5
isogroup26323	O42354
isogroup263292	P12527
isogroup263297	P35858
isogroup263341	P11029
isogroup263347	P24043
isogroup263379	Q9W596
isogroup263380	Q2RMD6
isogroup263420	Q03376
isogroup2634201	Q03376
isogroup2634202	P11976
isogroup2634203	Q03376
isogroup2634204	Q03376
isogroup2634205	P11976
isogroup2634206	P11976
isogroup263503	P9WI79
isogroup2635030	D4A2K4
isogroup263525	A0A0R8YWJ7
isogroup26359	P90747
isogroup263631	P0C8H0
isogroup2636312	P0C8H0
isogroup2636315	P0C8H0
isogroup263660	Q55E58
isogroup263671	Q1ZXD6
isogroup26368	P87137
isogroup263697	O94289
isogroup26372	Q8H1F6
isogroup263720	Q6P5L8
isogroup263746	O70511
isogroup2637460	O70511
isogroup26379	Q6NZB1
isogroup263838	Q4N655
isogroup263846	P62243
isogroup263847	O65082
isogroup263850	P43297
isogroup263851	O74959
isogroup263858	P17702
isogroup263868	O49923
isogroup263869	P07001
isogroup263870	Q71U00
isogroup263874	Q8W493
isogroup263881	P07205
isogroup263883	Q4N655
isogroup263892	Q15149
isogroup263897	Q9CA67
isogroup263900	Q8LDP4
isogroup263902	P17702
isogroup263906	Q7XWK5
isogroup263909	Q9XF62
isogroup263910	Q9W6X3
isogroup263911	Q6BPF6
isogroup263914	Q9STD3
isogroup263916	A0T0L2
isogroup263917	Q0V6P9
isogroup263919	Q311A6
isogroup26392	Q9FJD6
isogroup263921	Q90YV5
isogroup263922	P39896
isogroup263925	O09452
isogroup263926	P23241
isogroup263929	Q54G05
isogroup263931	O35594
isogroup263934	Q6PC91
isogroup263939	Q02318
isogroup263944	Q9ZW06
isogroup263948	Q559A0
isogroup263952	Q9DAK2
isogroup263954	Q9LXC9
isogroup263959	Q869Z0
isogroup263961	O65729
isogroup263964	Q8VEE4
isogroup263965	A1L0Z6
isogroup263979	Q0JM17
isogroup263983	Q9SF16
isogroup263984	P43297
isogroup263991	Q10137
isogroup263995	Q71U00
isogroup263996	Q54Z13
isogroup264005	Q12692
isogroup264010	O08638
isogroup264015	Q07205
isogroup264016	A8HS48
isogroup264017	Q6PN98
isogroup264026	P40525
isogroup264028	Q9M888
isogroup264031	B5DGI7
isogroup264033	Q02046
isogroup264038	P31692
isogroup264050	B8M9K0
isogroup264053	O65082
isogroup264056	P43333
isogroup264058	Q9NGP4
isogroup264060	Q26630
isogroup264063	O75001
isogroup264069	Q84LB6
isogroup264071	Q96A72
isogroup264076	Q99437
isogroup264079	Q9LEJ0
isogroup264081	Q29361
isogroup264084	Q9JLI7
isogroup264087	P40978
isogroup264092	Q84XU2
isogroup264095	Q67ZM4
isogroup264096	E2JA28
isogroup264100	B0G159
isogroup264106	Q96AY4
isogroup264114	Q54CL2
isogroup264119	Q1HPW4
isogroup264121	P36494
isogroup264122	O04487
isogroup264123	Q9S845
isogroup264126	Q9AV39
isogroup264135	Q9FGQ6
isogroup264139	P46436
isogroup264140	Q92LW9
isogroup264144	Q8LGG0
isogroup264146	Q5RC69
isogroup264157	Q4WP12
isogroup264158	P38545
isogroup264164	Q9LT68
isogroup264165	P26302
isogroup264169	P0CR38
isogroup264171	Q503Y4
isogroup264172	Q9D0F1
isogroup264178	Q43468
isogroup264187	P70195
isogroup264191	Q987N5
isogroup264192	H3ZPL1
isogroup264199	Q13423
isogroup264200	Q8R3F5
isogroup264206	P43332
isogroup264207	Q9V3B6
isogroup264208	Q9X1C1
isogroup264212	Q39591
isogroup264213	Q9VWA1
isogroup264216	Q8IVS2
isogroup264218	Q9UTR6
isogroup264219	P16228
isogroup264224	P37709
isogroup264226	P16340
isogroup264228	A0A0R4IFG5
isogroup264229	Q6ZG25
isogroup264230	Q56WF8
isogroup264232	Q7DLR9
isogroup264233	Q9ST43
isogroup264235	A2VDD2
isogroup264242	Q06527
isogroup264246	Q09734
isogroup264247	Q28CU0
isogroup264248	P37891
isogroup264249	Q8S2E5
isogroup264260	P62890
isogroup264265	O93428
isogroup264266	Q29RU8
isogroup26427	Q9SD00
isogroup264271	P56820
isogroup264276	Q3IE45
isogroup264278	Q6P342
isogroup264282	Q8VIG3
isogroup264284	Q43207
isogroup264290	Q52356
isogroup264297	P35057
isogroup264298	A8JF70
isogroup264303	Q9Z2U1
isogroup264305	Q08935
isogroup264306	Q969X1
isogroup264312	P37747
isogroup264314	O65084
isogroup264316	Q96I24
isogroup264318	P55189
isogroup264324	Q5RCZ7
isogroup264332	Q6BMM5
isogroup264334	Q8H110
isogroup264336	Q54DA8
isogroup264337	D2Z027
isogroup264339	O21042
isogroup264343	Q8BL66
isogroup264345	O80396
isogroup264351	Q8TFG9
isogroup264354	Q28653
isogroup264360	P14832
isogroup264361	Q9LYJ9
isogroup264364	Q5XIN3
isogroup26437	O04059
isogroup264370	Q9ULC3
isogroup264376	P37223
isogroup264378	A3AYR1
isogroup264382	O74327
isogroup264383	Q3JRV4
isogroup264387	Q50KB1
isogroup264391	Q54R82
isogroup264397	P35134
isogroup264398	O13755
isogroup264399	O81148
isogroup264401	Q65X92
isogroup264405	Q3UJK4
isogroup264415	Q0P5F0
isogroup264423	Q503L9
isogroup264424	P83221
isogroup264427	Q9C5Z2
isogroup264428	A4III8
isogroup264437	Q93VV0
isogroup264446	Q9SY14
isogroup264453	Q9VWP4
isogroup264455	P54697
isogroup264457	Q8W1L6
isogroup264458	Q91820
isogroup264467	P33610
isogroup264468	Q6QNM1
isogroup264471	Q96UF2
isogroup264478	O80480
isogroup264479	A8J0N6
isogroup264481	Q21966
isogroup264482	Q7XJ60
isogroup264484	Q9ZR40
isogroup264490	Q66HB5
isogroup264491	P55390
isogroup264493	O04202
isogroup264498	Q54XK2
isogroup264502	O24362
isogroup264506	Q24208
isogroup264512	Q3T0M0
isogroup264513	Q9R1C7
isogroup264514	C5YUK3
isogroup264515	Q9JLI7
isogroup264519	Q6P4Y0
isogroup264520	A7MBH5
isogroup264523	Q62968
isogroup264534	Q5UR59
isogroup264536	Q9UAL5
isogroup264538	Q8BH66
isogroup264543	Q84ND9
isogroup264546	Q55CV9
isogroup264552	Q9JM83
isogroup264553	P00569
isogroup264556	Q9JKR5
isogroup264560	Q46845
isogroup264565	Q7XJ53
isogroup264566	F6QEU4
isogroup264574	Q949Y0
isogroup264584	P35749
isogroup264589	Q3TMX7
isogroup264593	O02414
isogroup264595	Q0V9R4
isogroup264607	Q4WT34
isogroup264609	Q4R842
isogroup264611	Q23H79
isogroup264612	P0CP34
isogroup264617	Q8IXS2
isogroup264618	Q4R6T7
isogroup264631	A8ILK1
isogroup264634	P24268
isogroup264635	O70351
isogroup264642	Q2KIR1
isogroup264643	Q8IVS2
isogroup264646	Q9LK25
isogroup264647	Q944P0
isogroup264651	Q851Y7
isogroup264656	Q6AYL5
isogroup264666	Q8LKI3
isogroup264667	Q55DM5
isogroup26467	Q4TT88
isogroup264670	Q98KK0
isogroup264671	Q01474
isogroup264674	Q920M5
isogroup264677	Q8W4I9
isogroup264678	Q9GV41
isogroup264682	P96202
isogroup264684	P27482
isogroup264685	Q9BHM6
isogroup264688	Q5R7A8
isogroup264691	Q9NQS7
isogroup264693	P48101
isogroup264694	Q9DAK8
isogroup264698	Q8SZ63
isogroup26470	Q5XGI5
isogroup264706	Q3SEK0
isogroup264713	O49299
isogroup264714	Q9SIH1
isogroup264715	Q03043
isogroup264718	P00516
isogroup264721	Q59002
isogroup264725	P61207
isogroup264728	Q9Y5B8
isogroup264729	O64642
isogroup264739	Q9BKS0
isogroup264742	O82531
isogroup264743	Q13200
isogroup264744	Q8T888
isogroup264752	P63317
isogroup264756	P55937
isogroup264760	Q0A845
isogroup264764	P12672
isogroup264765	Q9N0T5
isogroup264767	Q64152
isogroup264769	P55277
isogroup264772	Q90ZY4
isogroup264773	Q9VFP2
isogroup264779	Q8MXY0
isogroup264781	Q5EXK5
isogroup264783	O60308
isogroup264789	B1KCZ3
isogroup264791	Q80VM3
isogroup264794	Q9LSU3
isogroup264797	Q55A45
isogroup264798	Q15428
isogroup264799	P20794
isogroup264804	P96554
isogroup264805	A8XJL7
isogroup264806	Q6NZQ0
isogroup264813	P16157
isogroup264829	Q8H4S6
isogroup264830	P11275
isogroup264835	P64816
isogroup264836	O23717
isogroup264837	Q5ZMJ9
isogroup264840	A7RWP6
isogroup264842	O35737
isogroup264843	Q15084
isogroup264844	A6T4M5
isogroup264849	Q90W04
isogroup264858	P62628
isogroup26486	Q8L716
isogroup264860	Q9FXM3
isogroup264865	Q9D8I1
isogroup264867	Q9ATN4
isogroup264874	Q949R9
isogroup264876	Q54QQ0
isogroup264877	Q9S7X6
isogroup264880	Q7XVN7
isogroup264881	P55877
isogroup264884	Q5PPR6
isogroup264885	Q923G5
isogroup264886	Q32TF8
isogroup26489	P22314
isogroup264890	Q94A76
isogroup264895	Q54L00
isogroup264899	Q4QQT3
isogroup264902	Q55G18
isogroup264907	Q9CZB9
isogroup264908	Q8BL66
isogroup264914	Q93VV0
isogroup264922	Q9SA52
isogroup264942	Q9LX31
isogroup264944	P25776
isogroup264946	Q84XU2
isogroup264951	Q6P3R8
isogroup264953	O14578
isogroup264955	Q8VDU0
isogroup264956	Q9SEH3
isogroup264961	Q3TIX9
isogroup264966	A6SCT6
isogroup264968	Q28CU0
isogroup264970	P42620
isogroup264971	Q8LFS6
isogroup264972	Q9S726
isogroup264977	Q5XGY1
isogroup264981	P21872
isogroup264982	P26369
isogroup264986	Q05870
isogroup264988	O35316
isogroup264993	Q65XS5
isogroup264994	O43093
isogroup264996	Q07116
isogroup265001	B9PVB9
isogroup265005	P79881
isogroup265006	A4IJ21
isogroup265012	Q0JM17
isogroup265013	P0AC33
isogroup265018	Q6B9X6
isogroup265020	Q75HJ0
isogroup265021	Q21122
isogroup265025	Q9ZVJ4
isogroup265028	A8HQ54
isogroup265029	Q68ES4
isogroup265030	Q9SLG9
isogroup265032	Q9URB4
isogroup265035	Q8L636
isogroup265041	Q5XH16
isogroup265043	Q9D832
isogroup265053	O74934
isogroup265054	Q8R323
isogroup265058	P42788
isogroup265061	Q12116
isogroup265065	O46560
isogroup265066	Q9SP35
isogroup265069	Q6GPP0
isogroup265071	Q9C671
isogroup265072	Q9SBJ1
isogroup265076	Q75JD5
isogroup265080	Q9HGN1
isogroup265081	Q9VM35
isogroup265095	Q8RU33
isogroup265109	Q2JVR0
isogroup265113	Q7SXW4
isogroup265117	Q6AXT7
isogroup265120	Q32PX9
isogroup265124	Q9SAR5
isogroup265130	P24044
isogroup265133	Q54BF0
isogroup265137	Q5TYW6
isogroup265147	Q67UP9
isogroup265150	P0C7Q1
isogroup265155	Q96299
isogroup265156	Q76C99
isogroup265165	P39101
isogroup265168	Q9RPT1
isogroup26517	Q9ASX5
isogroup265180	Q4PBY6
isogroup265191	P80093
isogroup265193	P24044
isogroup265197	Q8VXZ7
isogroup265198	E2RG47
isogroup265203	P51157
isogroup265209	Q93408
isogroup265213	P76219
isogroup265215	O82143
isogroup265218	Q9QR71
isogroup265221	Q8IZN3
isogroup265232	A4Q9F3
isogroup265234	Q7T163
isogroup265235	Q39584
isogroup265237	Q8NIW7
isogroup265238	G4SLH0
isogroup265246	Q8I2J4
isogroup265252	P21522
isogroup265253	Q96287
isogroup265255	P96111
isogroup265259	Q62559
isogroup265261	Q5EAW4
isogroup265264	Q5RCH4
isogroup265269	Q5M974
isogroup265272	P37686
isogroup265278	Q5CC93
isogroup265284	Q93VG8
isogroup265286	E7FAM5
isogroup265288	Q9SY09
isogroup265294	Q55680
isogroup265296	Q11011
isogroup265297	Q0J6P7
isogroup265308	Q16943
isogroup265313	Q7K2G1
isogroup265318	Q21221
isogroup265320	Q940M4
isogroup265327	P30040
isogroup265331	P50389
isogroup265332	Q5M786
isogroup265333	O62193
isogroup265334	Q74AP9
isogroup265335	Q13976
isogroup265338	Q5RBS9
isogroup265339	Q9LXC9
isogroup265349	P41041
isogroup265360	Q9SDT1
isogroup265362	F4K410
isogroup265366	Q7RAH3
isogroup265368	Q9DBS5
isogroup265375	Q9CQR4
isogroup265377	P82888
isogroup265379	P30416
isogroup265381	P24733
isogroup265382	Q9FN03
isogroup265385	Q26630
isogroup265398	Q6P8D9
isogroup265400	P29311
isogroup265403	A8HS18
isogroup265405	P40371
isogroup265406	P14002
isogroup265409	C0H4K2
isogroup265412	Q02357
isogroup265413	Q9CZS3
isogroup265414	Q5ZL54
isogroup265416	Q9NZT1
isogroup265421	Q02280
isogroup265424	P0ABR7
isogroup265425	Q8UVY2
isogroup265431	Q96MR6
isogroup265441	Q8RXE7
isogroup265444	P72991
isogroup265446	Q9FMP5
isogroup265447	Q28EW0
isogroup265460	Q8R079
isogroup265463	P9WPJ9
isogroup265466	B2RY56
isogroup265482	O34499
isogroup265483	P79083
isogroup265487	Q6BWS8
isogroup265488	P07342
isogroup265491	P44681
isogroup265492	Q9VVW5
isogroup265495	A2AVA0
isogroup265497	Q6DRC4
isogroup265499	P30260
isogroup265500	Q9QXK7
isogroup265504	P32646
isogroup265507	Q99ND9
isogroup265513	Q96NN9
isogroup265514	P28742
isogroup265516	O07345
isogroup265519	Q9SAF6
isogroup265521	Q9HZ00
isogroup265523	Q06827
isogroup265528	Q99NB8
isogroup265536	C9D7C2
isogroup265547	Q4UKF3
isogroup265562	Q8VHS5
isogroup265564	Q6INS3
isogroup265567	Q9LZQ9
isogroup265568	Q54VS1
isogroup265572	Q6PBF7
isogroup265574	Q83LU8
isogroup265577	Q24214
isogroup265579	P24203
isogroup265580	Q93Y38
isogroup265583	Q9UT44
isogroup265584	Q9HY63
isogroup265590	Q9LM92
isogroup265593	Q8R2R5
isogroup265594	Q93Y35
isogroup265601	O94889
isogroup265602	O04353
isogroup265607	Q17JQ7
isogroup265613	Q8IJN7
isogroup265619	P16015
isogroup265621	Q6PBA8
isogroup265623	P0C1B3
isogroup265624	O43497
isogroup265625	P56366
isogroup265627	Q93VG8
isogroup265630	Q7NFE9
isogroup265637	Q6IR75
isogroup265644	Q9M1K2
isogroup265646	Q5SMG8
isogroup265649	O06493
isogroup265651	Q5R5F2
isogroup265654	Q9FKW4
isogroup265660	Q9LQK7
isogroup265663	Q8Z7L7
isogroup265673	Q9ZU25
isogroup265681	Q58DR2
isogroup265682	Q5ZIJ9
isogroup265686	Q5R5X3
isogroup265690	Q9ULA0
isogroup265695	Q8IBS5
isogroup265696	Q25452
isogroup265697	Q3ZBU2
isogroup265698	P70336
isogroup265700	Q9FZ48
isogroup265701	P15623
isogroup265702	O35986
isogroup265703	B2FKA7
isogroup265708	Q9C6P3
isogroup265710	Q9FI61
isogroup265718	S0EMV0
isogroup265720	Q9C658
isogroup265727	Q9FFU6
isogroup265736	Q40517
isogroup265738	O08740
isogroup265743	Q6NVR9
isogroup265751	Q54DU9
isogroup265753	Q8T6B7
isogroup265761	Q07283
isogroup265764	A8JF70
isogroup265771	Q6PFM0
isogroup265774	Q1MTE5
isogroup265781	P42720
isogroup265794	A5D6U8
isogroup265797	Q9VCA5
isogroup265799	Q5RGV1
isogroup265800	P34112
isogroup265801	Q3UES3
isogroup265803	P02599
isogroup265804	O61577
isogroup265806	P22129
isogroup265807	Q9JJ80
isogroup265818	Q9FI56
isogroup265822	P25296
isogroup265824	Q4V8E4
isogroup265840	Q6L5C4
isogroup265843	Q54XK2
isogroup265844	P42693
isogroup265851	P61759
isogroup265852	Q13702
isogroup265853	O04482
isogroup265855	P9WKM0
isogroup265861	B2KWH9
isogroup265864	P53849
isogroup265866	A8M3K6
isogroup265868	B8LIX8
isogroup265874	Q3SX64
isogroup265877	Q25330
isogroup265882	A2ZC67
isogroup265892	P14105
isogroup265895	Q70JS2
isogroup265896	Q9JII5
isogroup265897	Q94IR2
isogroup265900	Q9XAB7
isogroup265902	Q9M4C4
isogroup265907	Q55909
isogroup265911	Q25330
isogroup265922	D0E0C2
isogroup265923	Q8KBS6
isogroup265925	Q9XI84
isogroup265928	Q54Y76
isogroup265932	Q9DAK2
isogroup265937	P54282
isogroup265940	Q4R7L8
isogroup265943	Q5R5X3
isogroup265949	P0AFY6
isogroup265954	O88457
isogroup265965	Q8IIG7
isogroup265967	Q8R3F5
isogroup265971	P17202
isogroup265979	Q3ECK2
isogroup265981	P09889
isogroup265983	Q3TCX3
isogroup265984	Q6GMI9
isogroup265987	Q5RFR8
isogroup265988	P9WNN7
isogroup265994	Q5IFN2
isogroup265996	Q5KYR4
isogroup265998	Q5FWU8
isogroup266000	Q4PEQ5
isogroup266005	Q500V9
isogroup266006	Q8L796
isogroup266007	A7LXT0
isogroup266012	Q93VG8
isogroup266017	Q3T9E4
isogroup266025	P25340
isogroup266028	Q9C5N2
isogroup266034	Q28DH9
isogroup266035	Q5R630
isogroup266055	O15440
isogroup266057	P11976
isogroup266065	Q2S1W0
isogroup266070	Q9QR71
isogroup266079	Q8K2G4
isogroup266087	Q10323
isogroup266092	Q22915
isogroup266094	O74965
isogroup266098	O08529
isogroup266107	Q9USJ3
isogroup266117	Q0IIF0
isogroup266124	D3ZML2
isogroup266125	Q55GU0
isogroup266129	P92133
isogroup266131	A7SE05
isogroup266133	Q9XGZ9
isogroup266144	F4IQK5
isogroup266152	Q941R4
isogroup266161	Q8IYK4
isogroup266162	Q84JW1
